,time_of_tweet,user,tweet,user_id
86,2022-07-01 11:56:22+00:00,kafeeez21,"RT @GideonJunior05: Them go play with mama emotion 😂

#ASUU #efcc #postinor #Yahoo 
https://t.co/q9H1HcVC9n",391511894
87,2022-07-01 11:50:42+00:00,bayrambslu,RT @MetaZilliqa: 75% voted bullish on Yahoo Finance! #Zilliqa $ZIL #yahoo #altcoin #cryptocurrency https://t.co/Wh5xZw5nVS,1461364117260754948
88,2022-07-01 11:46:52+00:00,awotumeri,"RT @AlhajiEmzo27: Never Forget, this happened in Jos during the pandemic, #Efcc did not jail any of the #Yahoo politicians, no one was even…",1348060848158343169
89,2022-07-01 11:36:58+00:00,OlofuJay,"RT @AlhajiEmzo27: Never Forget, this happened in Jos during the pandemic, #Efcc did not jail any of the #Yahoo politicians, no one was even…",302583330
90,2022-07-01 11:30:37+00:00,charles_mgbo,"Them give old taker IG make he try bomb 💣 

He sell am tey chop 😂💔

#oldtaker #yahoo #mgbo https://t.co/mYVn0bL6m5",1540261135844315138
91,2022-07-01 11:30:08+00:00,BlogProfitExprt,Zbuzzz Entertainment of Things.  Join us on Facebook for pure entertainment of things #Entertainment #Zbuzzz… https://t.co/J2Dh2xQRpC,90879251
92,2022-07-01 11:24:54+00:00,High_Breeddd,"RT @AlhajiEmzo27: Never Forget, this happened in Jos during the pandemic, #Efcc did not jail any of the #Yahoo politicians, no one was even…",895914541
93,2022-07-01 11:21:48+00:00,officialbigboyp,"RT @AlhajiEmzo27: Never Forget, this happened in Jos during the pandemic, #Efcc did not jail any of the #Yahoo politicians, no one was even…",1314731257096540162
94,2022-07-01 11:14:50+00:00,Emcool2020,"RT @CultistsO: I don’t know say my tenant is a yahoo boy 😭 I don enter yawa 

#landlord #Efcc #Yahoo #Raphinha 
Big wiz #BIGWIZ #Davido #Ch…",4265931940
95,2022-07-01 11:12:51+00:00,Richixzy,"RT @AlhajiEmzo27: Never Forget, this happened in Jos during the pandemic, #Efcc did not jail any of the #Yahoo politicians, no one was even…",1539321574737776640
96,2022-07-01 11:07:55+00:00,Odogwuhennessy,"RT @AlhajiEmzo27: Never Forget, this happened in Jos during the pandemic, #Efcc did not jail any of the #Yahoo politicians, no one was even…",316331597
97,2022-07-01 11:06:15+00:00,SrdjanArsic2,RT @MetaZilliqa: 75% voted bullish on Yahoo Finance! #Zilliqa $ZIL #yahoo #altcoin #cryptocurrency https://t.co/Wh5xZw5nVS,1113509508272328704
98,2022-07-01 11:03:43+00:00,VictorUgooNjoku,"RT @ebukadgod: Enugu, are you ready?

Come and enjoy YAHOO + with the stars of the film: @SomadinaAdinma &amp; @Keezyto @ Viva Cinema, Polo Par…",1651977379
99,2022-07-01 11:03:38+00:00,VictorUgooNjoku,"RT @ebukadgod: Yahoo + is coming with the biggest wave you can ever imagine.

It's a film you have to watch with your squad.

Cast:
@Somadi…",1651977379
